id	batch	species	cell_line
7696	PL2	human	HeLa
7698	PL2	human	HAP1
7702	PL2	human	HAP1
7703	PL2	human	HeLa
7711	PL2	human	HeLa
7712	PL2	human	HeLa
7713	PL2	human	HAP1
7714	PL2	human	HAP1
7716	PL2	human	HeLa
7719	PL2	human	HAP1
7721	PL2	human	HeLa
7722	PL2	human	HAP1
7723	PL2	human	HeLa
7725	PL2	human	HeLa
7726	PL2	human	HAP1
7730	PL2	human	HeLa
7732	PL2	human	HAP1
7734	PL2	human	HeLa
7735	PL2	human	HAP1
7737	PL2	human	HeLa
7739	PL2	human	HAP1
7741	PL2	human	HeLa
7742	PL2	human	HeLa
7746	PL2	human	HeLa
7747	PL2	human	HeLa
7748	PL2	human	HAP1
7749	PL2	human	HeLa
7750	PL2	human	HeLa
7751	PL2	human	HAP1
7752	PL2	human	HeLa
7753	PL2	human	HeLa
7754	PL2	human	HeLa
7757	PL2	human	HeLa
7758	PL2	human	HeLa
7760	PL2	human	HeLa
7762	PL2	human	HAP1
7763	PL2	human	HAP1
7768	PL2	human	HeLa
7770	PL2	human	HAP1
7771	PL2	human	HAP1
7775	PL2	human	HAP1
7778	PL2	human	HeLa
7779	PL2	human	HeLa
7780	PL2	human	HeLa
7781	PL2	human	HeLa
7783	PL2	human	HAP1
7784	PL2	human	HeLa
7786	PL2	human	HAP1
7790	PL2	human	HeLa
7792	PL2	human	HAP1
7794	PL2	human	HAP1
7795	PL2	human	HeLa
7798	PL2	human	HAP1
7800	PL2	human	HeLa
7803	PL2	human	HeLa
7804	PL2	human	HAP1
7806	PL2	human	HeLa
7808	PL2	human	HeLa
7810	PL2	human	HeLa
7812	PL2	human	HAP1
7816	PL2	human	HeLa
7828	PL2	human	HeLa
7830	PL2	human	HeLa
7831	PL2	human	HAP1
7836	PL2	human	HeLa
7838	PL2	human	HeLa
7840	PL2	human	HeLa
7841	PL2	human	HeLa
7843	PL2	human	HeLa
7844	PL2	human	HeLa
7853	PL2	human	HeLa
7854	PL2	human	HeLa
7859	PL2	human	HAP1
7860	PL2	human	HAP1
7863	PL2	human	HeLa
7865	PL2	human	HAP1
7872	PL2	human	HeLa
7875	PL2	human	HeLa
7882	PL2	human	HeLa
7884	PL2	human	HAP1
7885	PL2	human	HeLa
7886	PL2	human	HeLa
7890	PL2	human	HeLa
7894	PL2	human	HeLa
7896	PL2	human	HeLa
7899	PL2	human	HeLa
7900	PL2	human	HeLa
7903	PL2	human	HeLa
7904	PL2	human	HeLa
7905	PL2	human	HAP1
7908	PL2	human	HeLa
7913	PL2	human	HAP1
7914	PL2	human	HeLa
7917	PL2	human	HAP1
7918	PL2	human	HeLa
7919	PL2	human	HeLa
7921	PL2	human	HeLa
7923	PL2	human	HAP1
7924	PL2	human	HeLa
7928	PL2	human	HeLa
7933	PL2	human	HeLa
7934	PL2	human	HAP1
7935	PL2	human	HeLa
7940	PL2	human	HAP1
7942	PL2	human	HAP1
7945	PL2	human	HeLa
7950	PL2	human	HeLa
7952	PL2	human	HeLa
7954	PL2	human	HAP1
7959	PL2	human	HAP1
7960	PL2	human	HeLa
7964	PL2	human	HAP1
7966	PL2	human	HAP1
7967	PL2	human	HeLa
7970	PL2	human	HeLa
7971	PL2	human	HeLa
7974	PL2	human	HeLa
7986	PL2	human	HeLa
7988	PL2	human	HeLa
7989	PL2	human	HAP1
7990	PL2	human	HAP1
7991	PL2	human	HAP1
7992	PL2	human	HAP1
7993	PL2	human	HeLa
7995	PL2	human	HeLa
7996	PL2	human	HAP1
8000	PL2	human	HeLa
8003	PL2	human	HeLa
8004	PL2	human	HeLa
8008	PL2	human	HeLa
8010	PL2	human	HeLa
8011	PL2	human	HAP1
8017	PL2	human	HAP1
8018	PL2	human	HAP1
8019	PL2	human	HAP1
8021	PL2	human	HAP1
8022	PL2	human	HeLa
8023	PL2	human	HAP1
8025	PL2	human	HAP1
8026	PL2	human	HeLa
8028	PL2	human	HeLa
8029	PL2	human	HeLa
8030	PL2	human	HeLa
8031	PL2	human	HAP1
8039	PL2	human	HeLa
8040	PL2	human	HeLa
8042	PL2	human	HeLa
8043	PL2	human	HeLa
8048	PL2	human	HeLa
8049	PL2	human	HeLa
8051	PL2	human	HAP1
8052	PL2	human	HAP1
8054	PL2	human	HAP1
8055	PL2	human	HeLa
8058	PL2	human	HeLa
8059	PL2	human	HeLa
8061	PL2	human	HAP1
8062	PL2	human	HeLa
8064	PL2	human	HAP1
8066	PL2	human	HeLa
8069	PL2	human	HeLa
8070	PL2	human	HeLa
8073	PL2	human	HAP1
8075	PL2	human	HAP1
8078	PL2	human	HeLa
8079	PL2	human	HAP1
8083	PL2	human	HAP1
8084	PL2	human	HAP1
8085	PL2	human	HeLa
8086	PL2	human	HAP1
8087	PL2	human	HeLa
8089	PL2	human	HeLa
8090	PL2	human	HeLa
8091	PL2	human	HeLa
8092	PL2	human	HeLa
8094	PL2	human	HeLa
8096	PL2	human	HeLa
8098	PL2	human	HeLa
8099	PL2	human	HeLa
8101	PL2	human	HAP1
8103	PL2	human	HeLa
8106	PL2	human	HeLa
8107	PL2	human	HAP1
8108	PL2	human	HeLa
8109	PL2	human	HeLa
8112	PL2	human	HAP1
8114	PL2	human	HeLa
8118	PL2	human	HAP1
8120	PL2	human	HAP1
8121	PL2	human	HeLa
8127	PL2	human	HAP1
8129	PL2	human	HeLa
8130	PL2	human	HeLa
8135	PL2	human	HeLa
8136	PL2	human	HAP1
8137	PL2	human	HeLa
8139	PL2	human	HeLa
8141	PL2	human	HeLa
8142	PL2	human	HeLa
8143	PL2	human	HAP1
8146	PL2	human	HAP1
8147	PL2	human	HeLa
8148	PL2	human	HeLa
8149	PL2	human	HeLa
8150	PL2	human	HeLa
8152	PL2	human	HAP1
8153	PL2	human	HeLa
8156	PL2	human	HAP1
8162	PL2	human	HeLa
8163	PL2	human	HAP1
8164	PL2	human	HeLa
8165	PL2	human	HeLa
8166	PL2	human	HAP1
8167	PL2	human	HeLa
8168	PL2	human	HeLa
8172	PL2	human	HAP1
8174	PL2	human	HeLa
8177	PL2	human	HeLa
8178	PL2	human	HeLa
8180	PL2	human	HeLa
8182	PL2	human	HeLa
8184	PL2	human	HeLa
8185	PL2	human	HeLa
8187	PL2	human	HeLa
8188	PL2	human	HAP1
8194	PL2	human	HeLa
8196	PL2	human	HAP1
8202	PL2	human	HAP1
8203	PL2	human	HeLa
8204	PL2	human	HeLa
8207	PL2	human	HAP1
8214	PL2	human	HAP1
8215	PL2	human	HeLa
8221	PL2	human	HAP1
8222	PL2	human	HeLa
8225	PL2	human	HeLa
8227	PL2	human	HeLa
8229	PL2	human	HeLa
8230	PL2	human	HAP1
8231	PL2	human	HAP1
8232	PL2	human	HeLa
8234	PL2	human	HeLa
8235	PL2	human	HeLa
8236	PL2	human	HAP1
8240	PL2	human	HeLa
8242	PL2	human	HeLa
8244	PL2	human	HeLa
8248	PL2	human	HeLa
8250	PL2	human	HeLa
8251	PL2	human	HAP1
8252	PL2	human	HeLa
8260	PL2	human	HAP1
8264	PL2	human	HAP1
8270	PL2	human	HAP1
8276	PL2	human	HAP1
8278	PL2	human	HeLa
8281	PL2	human	HAP1
8283	PL2	human	HAP1
8284	PL2	human	HAP1
8287	PL2	human	HeLa
8288	PL2	human	HeLa
8289	PL2	human	HeLa
8290	PL2	human	HAP1
8291	PL2	human	HeLa
8293	PL2	human	HeLa
8295	PL2	human	HeLa
8299	PL2	human	HeLa
8300	PL2	human	HAP1
8302	PL2	human	HeLa
8305	PL2	human	HAP1
8307	PL2	human	HeLa
8308	PL2	human	HeLa
8310	PL2	human	HeLa
8315	PL2	human	HeLa
8316	PL2	human	HAP1
8317	PL2	human	HeLa
8319	PL2	human	HAP1
8321	PL2	human	HeLa
8323	PL2	human	HeLa
8324	PL2	human	HeLa
8325	PL2	human	HeLa
8326	PL2	human	HAP1
8327	PL2	human	HeLa
8329	PL2	human	HeLa
8330	PL2	human	HeLa
8335	PL2	human	HAP1
8340	PL2	human	HeLa
8341	PL2	human	HAP1
8344	PL2	human	HeLa
8346	PL2	human	HAP1
8348	PL2	human	HAP1
8349	PL2	human	HeLa
8351	PL2	human	HeLa
8353	PL2	human	HeLa
8356	PL2	human	HeLa
8357	PL2	human	HeLa
8358	PL2	human	HeLa
8359	PL2	human	HAP1
8361	PL2	human	HeLa
8363	PL2	human	HeLa
8369	PL2	human	HAP1
8372	PL2	human	HeLa
8374	PL2	human	HAP1
8376	PL2	human	HeLa
8377	PL2	human	HAP1
8379	PL2	human	HAP1
8381	PL2	human	HeLa
8382	PL2	human	HeLa
8383	PL2	human	HeLa
8384	PL2	human	HeLa
8385	PL2	human	HAP1
8388	PL2	human	HeLa
8391	PL2	human	HeLa
8393	PL2	human	HAP1
8396	PL2	human	HeLa
8398	PL2	human	HeLa
8400	PL2	human	HAP1
8402	PL2	human	HeLa
8403	PL2	human	HAP1
8404	PL2	human	HeLa
8406	PL2	human	HeLa
8408	PL2	human	HeLa
8410	PL2	human	HeLa
8412	PL2	human	HeLa
8413	PL2	human	HeLa
8420	PL2	human	HeLa
8424	PL2	human	HAP1
8428	PL2	human	HeLa
8429	PL2	human	HAP1
8434	PL2	human	HeLa
8436	PL2	human	HeLa
8437	PL2	human	HeLa
8438	PL2	human	HAP1
8445	PL2	human	HAP1
8448	PL2	human	HAP1
8450	PL2	human	HeLa
8454	PL2	human	HeLa
8455	PL2	human	HeLa
8458	PL2	human	HAP1
8459	PL2	human	HeLa
8460	PL2	human	HAP1
8461	PL2	human	HAP1
8462	PL2	human	HAP1
8463	PL2	human	HeLa
8466	PL2	human	HeLa
8467	PL2	human	HeLa
8468	PL2	human	HAP1
8469	PL2	human	HeLa
8473	PL2	human	HeLa
8474	PL2	human	HeLa
8475	PL2	human	HeLa
8477	PL2	human	HeLa
8483	PL2	human	HeLa
8486	PL2	human	HeLa
8488	PL2	human	HeLa
8489	PL2	human	HAP1
8490	PL2	human	HAP1
8491	PL2	human	HeLa
8494	PL2	human	HeLa
8497	PL2	human	HeLa
8500	PL2	human	HeLa
8502	PL2	human	HAP1
8503	PL2	human	HAP1
8506	PL2	human	HAP1
8507	PL2	human	HAP1
8508	PL2	human	HeLa
8509	PL2	human	HeLa
8512	PL2	human	HeLa
8515	PL2	human	HeLa
8516	PL2	human	HeLa
8519	PL2	human	HeLa
8521	PL2	human	HAP1
8522	PL2	human	HeLa
8523	PL2	human	HeLa
8529	PL2	human	HeLa
8530	PL2	human	HeLa
8535	PL2	human	HeLa
8537	PL2	human	HAP1
8538	PL2	human	HeLa
8539	PL2	human	HAP1
8543	PL2	human	HAP1
8544	PL2	human	HAP1
8545	PL2	human	HAP1
8546	PL2	human	HeLa
8547	PL2	human	HeLa
8548	PL2	human	HeLa
8552	PL2	human	HeLa
8553	PL2	human	HAP1
8558	PL2	human	HeLa
8560	PL2	human	HeLa
8561	PL2	human	HeLa
8563	PL2	human	HeLa
8564	PL2	human	HAP1
8565	PL2	human	HAP1
8566	PL2	human	HeLa
8568	PL2	human	HeLa
8569	PL2	human	HeLa
8571	PL2	human	HAP1
8572	PL2	human	HeLa
8573	PL2	human	HeLa
8574	PL2	human	HeLa
8575	PL2	human	HeLa
8578	PL2	human	HAP1
8584	PL2	human	HeLa
8589	PL2	human	HeLa
8592	PL2	human	HeLa
8594	PL2	human	HeLa
8601	PL2	human	HAP1
8602	PL2	human	HeLa
8604	PL2	human	HeLa
8605	PL2	human	HeLa
8607	PL2	human	HeLa
8609	PL2	human	HeLa
8610	PL2	human	HeLa
8613	PL2	human	HAP1
8616	PL2	human	HAP1
8617	PL2	human	HeLa
8619	PL2	human	HAP1
8620	PL2	human	HAP1
8622	PL2	human	HeLa
8624	PL2	human	HAP1
8625	PL2	human	HAP1
8626	PL2	human	HAP1
8627	PL2	human	HeLa
8630	PL2	human	HAP1
8633	PL2	human	HAP1
8636	PL2	human	HeLa
8645	PL2	human	HAP1
8646	PL2	human	HAP1
8648	PL2	human	HeLa
8649	PL2	human	HeLa
8651	PL2	human	HeLa
8656	PL2	human	HeLa
8659	PL2	human	HeLa
8660	PL2	human	HeLa
8666	PL2	human	HAP1
8668	PL2	human	HeLa
8671	PL2	human	HeLa
8673	PL2	human	HAP1
8674	PL2	human	HAP1
8683	PL2	human	HAP1
8684	PL2	human	HeLa
8686	PL2	human	HeLa
8687	PL2	human	HeLa
8690	PL2	human	HAP1
8694	PL2	human	HAP1
8695	PL2	human	HeLa
8697	PL2	human	HeLa
8698	PL2	human	HAP1
8699	PL2	human	HAP1
8700	PL2	human	HeLa
8701	PL2	human	HeLa
8703	PL2	human	HeLa
8705	PL2	human	HeLa
8706	PL2	human	HeLa
8707	PL2	human	HAP1
8708	PL2	human	HAP1
8709	PL2	human	HAP1
8711	PL2	human	HAP1
8712	PL2	human	HeLa
8715	PL2	human	HAP1
8716	PL2	human	HAP1
8717	PL2	human	HAP1
8721	PL2	human	HeLa
8722	PL2	human	HAP1
8723	PL2	human	HAP1
8724	PL2	human	HeLa
8725	PL2	human	HAP1
8731	PL2	human	HAP1
8733	PL2	human	HeLa
8737	PL2	human	HAP1
8738	PL2	human	HeLa
8742	PL2	human	HeLa
8743	PL2	human	HeLa
8744	PL2	human	HeLa
8746	PL2	human	HeLa
8747	PL2	human	HeLa
8753	PL2	human	HeLa
8758	PL2	human	HAP1
8759	PL2	human	HeLa
8761	PL2	human	HeLa
8762	PL2	human	HAP1
8763	PL2	human	HeLa
8765	PL2	human	HAP1
8768	PL2	human	HeLa
8769	PL2	human	HeLa
8771	PL2	human	HAP1
8772	PL2	human	HAP1
8773	PL2	human	HAP1
8775	PL2	human	HeLa
8777	PL2	human	HeLa
8780	PL2	human	HeLa
8783	PL2	human	HAP1
8787	PL2	human	HeLa
8788	PL2	human	HAP1
8789	PL2	human	HeLa
8792	PL2	human	HeLa
8793	PL2	human	HeLa
8799	PL2	human	HeLa
8800	PL2	human	HAP1
8801	PL2	human	HeLa
8802	PL2	human	HeLa
8804	PL2	human	HeLa
8805	PL2	human	HeLa
8808	PL2	human	HAP1
8809	PL2	human	HeLa
8810	PL2	human	HAP1
8811	PL2	human	HAP1
8814	PL2	human	HAP1
8818	PL2	human	HAP1
8821	PL2	human	HeLa
8823	PL2	human	HeLa
8825	PL2	human	HAP1
8826	PL2	human	HeLa
8827	PL2	human	HeLa
8831	PL2	human	HeLa
8832	PL2	human	HAP1
8833	PL2	human	HAP1
8834	PL2	human	HAP1
8836	PL2	human	HeLa
8838	PL2	human	HAP1
8841	PL2	human	HAP1
8842	PL2	human	HeLa
8843	PL2	human	HAP1
8845	PL2	human	HeLa
8846	PL2	human	HeLa
8848	PL2	human	HeLa
8849	PL2	human	HAP1
8850	PL2	human	HeLa
8854	PL2	human	HAP1
8856	PL2	human	HAP1
8857	PL2	human	HAP1
8859	PL2	human	HAP1
8860	PL2	human	HeLa
8862	PL2	human	HAP1
8863	PL2	human	HAP1
8864	PL2	human	HeLa
8866	PL2	human	HeLa
8867	PL2	human	HeLa
8872	PL2	human	HAP1
8875	PL2	human	HAP1
8876	PL2	human	HAP1
8877	PL2	human	HAP1
8879	PL2	human	HeLa
8881	PL2	human	HAP1
8883	PL2	human	HeLa
8887	PL2	human	HeLa
8888	PL2	human	HeLa
8889	PL2	human	HeLa
8891	PL2	human	HeLa
8892	PL2	human	HeLa
8893	PL2	human	HeLa
8895	PL2	human	HAP1
8899	PL2	human	HeLa
8900	PL2	human	HeLa
8903	PL2	human	HAP1
8906	PL2	human	HeLa
8907	PL2	human	HeLa
8908	PL2	human	HeLa
8909	PL2	human	HeLa
8912	PL2	human	HeLa
8915	PL2	human	HeLa
8917	PL2	human	HeLa
8918	PL2	human	HeLa
8926	PL2	human	HAP1
8928	PL2	human	HeLa
8931	PL2	human	HeLa
8936	PL2	human	HeLa
8937	PL2	human	HeLa
8938	PL2	human	HAP1
8939	PL2	human	HAP1
8942	PL2	human	HeLa
8944	PL2	human	HAP1
8948	PL2	human	HeLa
8949	PL2	human	HAP1
8950	PL2	human	HAP1
8952	PL2	human	HAP1
8956	PL2	human	HeLa
8959	PL2	human	HAP1
8961	PL2	human	HeLa
8963	PL2	human	HeLa
8964	PL2	human	HeLa
8965	PL2	human	HeLa
8966	PL2	human	HeLa
8967	PL2	human	HAP1
8971	PL2	human	HeLa
8974	PL2	human	HAP1
8976	PL2	human	HeLa
8978	PL2	human	HeLa
8981	PL2	human	HeLa
8985	PL2	human	HeLa
8989	PL2	human	HeLa
8990	PL2	human	HeLa
8991	PL2	human	HeLa
8994	PL2	human	HAP1
8996	PL2	human	HeLa
8997	PL2	human	HeLa
9000	PL2	human	HeLa
9001	PL2	human	HeLa
9006	PL2	human	HeLa
9008	PL2	human	HeLa
9009	PL2	human	HeLa
9010	PL2	human	HAP1
9013	PL2	human	HAP1
9014	PL2	human	HAP1
9015	PL2	human	HeLa
9023	PL2	human	HAP1
9024	PL2	human	HeLa
9025	PL2	human	HAP1
9026	PL2	human	HeLa
9027	PL2	human	HAP1
9028	PL2	human	HAP1
9029	PL2	human	HAP1
9030	PL2	human	HAP1
9036	PL2	human	HAP1
9042	PL2	human	HeLa
9044	PL2	human	HAP1
9046	PL2	human	HeLa
9047	PL2	human	HAP1
9049	PL2	human	HeLa
9050	PL2	human	HAP1
9053	PL2	human	HAP1
9054	PL2	human	HAP1
9056	PL2	human	HeLa
9063	PL2	human	HAP1
9064	PL2	human	HeLa
9065	PL2	human	HeLa
9075	PL2	human	HeLa
9076	PL2	human	HeLa
9077	PL2	human	HeLa
9078	PL2	human	HeLa
9079	PL2	human	HeLa
9082	PL2	human	HeLa
9084	PL2	human	HeLa
9085	PL2	human	HeLa
9088	PL2	human	HAP1
9090	PL2	human	HAP1
9092	PL2	human	HAP1
9095	PL2	human	HAP1
9097	PL2	human	HAP1
9098	PL2	human	HAP1
9099	PL2	human	HeLa
9100	PL2	human	HAP1
9109	PL2	human	HAP1
9110	PL2	human	HeLa
9111	PL2	human	HAP1
9113	PL2	human	HeLa
9115	PL2	human	HeLa
9120	PL2	human	HAP1
9121	PL2	human	HeLa
9130	PL2	human	HAP1
9131	PL2	human	HeLa
9133	PL2	human	HeLa
9134	PL2	human	HeLa
9137	PL2	human	HAP1
9141	PL2	human	HAP1
9143	PL2	human	HAP1
9146	PL2	human	HeLa
9148	PL2	human	HeLa
9150	PL2	human	HeLa
9153	PL2	human	HeLa
9155	PL2	human	HAP1
9156	PL2	human	HAP1
9157	PL2	human	HeLa
9158	PL2	human	HAP1
9160	PL2	human	HeLa
9162	PL2	human	HAP1
9165	PL2	human	HeLa
9167	PL2	human	HeLa
9173	PL2	human	HeLa
9175	PL2	human	HAP1
9176	PL2	human	HAP1
9178	PL2	human	HeLa
9181	PL2	human	HAP1
9182	PL2	human	HeLa
9183	PL2	human	HeLa
9185	PL2	human	HeLa
9186	PL2	human	HAP1
9193	PL2	human	HeLa
9198	PL2	human	HeLa
9200	PL2	human	HeLa
9202	PL2	human	HAP1
9204	PL2	human	HeLa
9205	PL2	human	HeLa
9207	PL2	human	HAP1
9208	PL2	human	HAP1
9211	PL2	human	HAP1
9213	PL2	human	HeLa
9216	PL2	human	HAP1
9217	PL2	human	HAP1
9219	PL2	human	HAP1
9221	PL2	human	HeLa
9224	PL2	human	HAP1
9225	PL2	human	HeLa
9227	PL2	human	HeLa
9230	PL2	human	HeLa
9231	PL2	human	HAP1
9233	PL2	human	HeLa
9235	PL2	human	HeLa
9237	PL2	human	HAP1
9241	PL2	human	HAP1
9247	PL2	human	HeLa
9248	PL2	human	HeLa
9250	PL2	human	HeLa
9253	PL2	human	HAP1
9257	PL2	human	HAP1
9258	PL2	human	HeLa
9260	PL2	human	HeLa
9261	PL2	human	HAP1
9262	PL2	human	HAP1
9264	PL2	human	HeLa
9265	PL2	human	HAP1
9266	PL2	human	HeLa
9269	PL2	human	HeLa
9270	PL2	human	HeLa
9271	PL2	human	HAP1
9274	PL2	human	HeLa
9278	PL2	human	HAP1
9281	PL2	human	HeLa
9283	PL2	human	HeLa
9285	PL2	human	HeLa
9287	PL2	human	HeLa
9288	PL2	human	HeLa
9291	PL2	human	HAP1
9295	PL2	human	HAP1
9296	PL2	human	HAP1
9297	PL2	human	HeLa
9299	PL2	human	HAP1
9303	PL2	human	HeLa
9304	PL2	human	HAP1
9306	PL2	human	HeLa
9308	PL2	human	HeLa
9314	PL2	human	HeLa
9315	PL2	human	HeLa
9317	PL2	human	HeLa
9318	PL2	human	HAP1
9319	PL2	human	HeLa
9320	PL2	human	HeLa
9321	PL2	human	HeLa
9324	PL2	human	HeLa
9325	PL2	human	HeLa
9327	PL2	human	HeLa
9331	PL2	human	HeLa
9332	PL2	human	HAP1
9334	PL2	human	HeLa
9341	PL2	human	HAP1
9342	PL2	human	HeLa
9345	PL2	human	HAP1
9348	PL2	human	HeLa
9352	PL2	human	HeLa
9353	PL2	human	HeLa
9355	PL2	human	HAP1
9357	PL2	human	HeLa
9359	PL2	human	HAP1
9360	PL2	human	HAP1
9363	PL2	human	HeLa
9366	PL2	human	HeLa
9367	PL2	human	HeLa
9368	PL2	human	HAP1
9370	PL2	human	HAP1
9371	PL2	human	HeLa
9373	PL2	human	HAP1
9375	PL2	human	HeLa
9379	PL2	human	HeLa
9381	PL2	human	HAP1
9386	PL2	human	HeLa
9387	PL2	human	HeLa
9389	PL2	human	HeLa
9391	PL2	human	HeLa
9394	PL2	human	HeLa
9398	PL2	human	HeLa
9399	PL2	human	HAP1
9403	PL2	human	HeLa
9404	PL2	human	HAP1
9406	PL2	human	HeLa
9407	PL2	human	HAP1
9409	PL2	human	HeLa
9413	PL2	human	HeLa
9417	PL2	human	HAP1
9420	PL2	human	HeLa
9422	PL2	human	HeLa
9424	PL2	human	HAP1
9429	PL2	human	HeLa
9432	PL2	human	HAP1
9433	PL2	human	HAP1
9435	PL2	human	HeLa
9439	PL2	human	HeLa
9441	PL2	human	HAP1
9442	PL2	human	HAP1
9443	PL2	human	HAP1
9445	PL2	human	HeLa
9446	PL2	human	HAP1
9449	PL2	human	HeLa
9451	PL2	human	HeLa
9454	PL2	human	HAP1
9455	PL2	human	HeLa
9458	PL2	human	HeLa
9459	PL2	human	HeLa
9463	PL2	human	HeLa
9465	PL2	human	HAP1
9467	PL2	human	HeLa
9469	PL2	human	HeLa
9470	PL2	human	HeLa
9475	PL2	human	HeLa
9479	PL2	human	HeLa
9480	PL2	human	HAP1
9483	PL2	human	HAP1
9484	PL2	human	HeLa
9487	PL2	human	HeLa
9495	PL2	human	HeLa
9506	PL2	human	HAP1
9507	PL2	human	HAP1
9511	PL2	human	HAP1
9512	PL2	human	HeLa
9514	PL2	human	HeLa
9516	PL2	human	HeLa
9521	PL2	human	HeLa
9523	PL2	human	HeLa
9524	PL2	human	HAP1
9526	PL2	human	HAP1
9527	PL2	human	HAP1
9529	PL2	human	HAP1
9530	PL2	human	HeLa
9532	PL2	human	HAP1
9535	PL2	human	HeLa
9537	PL2	human	HAP1
9538	PL2	human	HAP1
9540	PL2	human	HAP1
9545	PL2	human	HeLa
9546	PL2	human	HAP1
9548	PL2	human	HeLa
9549	PL2	human	HAP1
9550	PL2	human	HeLa
9554	PL2	human	HeLa
9557	PL2	human	HeLa
9559	PL2	human	HeLa
9561	PL2	human	HAP1
9562	PL2	human	HeLa
9563	PL2	human	HeLa
9564	PL2	human	HAP1
9568	PL2	human	HeLa
9570	PL2	human	HeLa
9573	PL2	human	HeLa
9574	PL2	human	HeLa
9575	PL2	human	HeLa
9577	PL2	human	HAP1
9578	PL2	human	HeLa
9580	PL2	human	HeLa
9583	PL2	human	HAP1
9584	PL2	human	HAP1
9587	PL2	human	HAP1
9591	PL2	human	HeLa
9592	PL2	human	HAP1
9593	PL2	human	HeLa
9595	PL2	human	HAP1
9597	PL2	human	HAP1
9599	PL2	human	HeLa
9600	PL2	human	HeLa
9602	PL2	human	HeLa
9603	PL2	human	HAP1
9604	PL2	human	HeLa
9606	PL2	human	HAP1
9610	PL2	human	HeLa
9615	PL2	human	HAP1
9618	PL2	human	HeLa
9619	PL2	human	HAP1
9624	PL2	human	HeLa
9626	PL2	human	HeLa
9627	PL2	human	HAP1
9631	PL2	human	HeLa
9633	PL2	human	HeLa
9638	PL2	human	HeLa
9639	PL2	human	HAP1
9641	PL2	human	HAP1
9643	PL2	human	HeLa
9648	PL2	human	HeLa
9650	PL2	human	HeLa
9653	PL2	human	HeLa
9656	PL2	human	HeLa
9657	PL2	human	HAP1
9659	PL2	human	HAP1
9660	PL2	human	HeLa
9661	PL2	human	HeLa
9662	PL2	human	HeLa
9664	PL2	human	HeLa
9666	PL2	human	HAP1
9669	PL2	human	HeLa
9670	PL2	human	HeLa
9675	PL2	human	HeLa
9680	PL2	human	HAP1
9683	PL2	human	HAP1
9686	PL2	human	HeLa
9687	PL2	human	HeLa
9690	PL2	human	HAP1
9692	PL2	human	HeLa
9693	PL2	human	HeLa
9695	PL2	human	HAP1
9699	PL2	human	HAP1
9703	PL2	human	HeLa
9705	PL2	human	HeLa
9707	PL2	human	HAP1
9709	PL2	human	HeLa
9712	PL2	human	HeLa
9713	PL2	human	HAP1
9716	PL2	human	HeLa
9718	PL2	human	HAP1
9725	PL2	human	HeLa
9726	PL2	human	HeLa
9727	PL2	human	HAP1
9729	PL2	human	HeLa
9731	PL2	human	HAP1
9734	PL2	human	HeLa
9736	PL2	human	HeLa
9739	PL2	human	HAP1
9742	PL2	human	HeLa
9745	PL2	human	HeLa
9746	PL2	human	HeLa
9747	PL2	human	HeLa
9749	PL2	human	HAP1
9750	PL2	human	HAP1
9751	PL2	human	HeLa
9752	PL2	human	HAP1
9754	PL2	human	HeLa
9755	PL2	human	HeLa
9757	PL2	human	HAP1
9763	PL2	human	HeLa
9766	PL2	human	HeLa
9768	PL2	human	HAP1
9769	PL2	human	HAP1
9772	PL2	human	HeLa
9777	PL2	human	HeLa
9778	PL2	human	HeLa
9779	PL2	human	HeLa
9780	PL2	human	HeLa
9782	PL2	human	HeLa
9783	PL2	human	HeLa
9784	PL2	human	HAP1
9789	PL2	human	HeLa
9791	PL2	human	HAP1
9793	PL2	human	HeLa
9797	PL2	human	HAP1
9802	PL2	human	HAP1
9803	PL2	human	HAP1
9804	PL2	human	HeLa
9808	PL2	human	HAP1
9811	PL2	human	HAP1
9819	PL2	human	HAP1
9820	PL2	human	HeLa
9821	PL2	human	HAP1
9823	PL2	human	HeLa
9826	PL2	human	HAP1
